wavelength,raw,Smoothed Y1,Subtracted_Data Y1,Normalized1
,,50 pts SG smooth of B,"Subtracted from ""Smoothed Y1""","Divided by Max of ""Subtracted_Data Y1"""
608,2.33264204646062,2.31085906576379,1.80605904983712,0.378796599979832
609,2.28649892927806,2.2683973915894,1.76355154638617,0.369881222721097
610,2.26093885004777,2.22677416408732,1.72188248960754,0.361141698377452
611,2.16075184209419,2.18275506823723,1.67781756448091,0.351899672864587
612,2.1392981198478,2.14138604564905,1.63640271261617,0.343213464583389
613,2.08432193248277,2.10243683254799,1.59740767023856,0.335034778803408
614,2.12859307962484,2.06085477865683,1.55577978707085,0.326303890071
615,2.06113434154927,2.02263768080122,1.51751685993869,0.318278755619142
616,1.97770954773304,1.98663131146529,1.48146466132621,0.310717291747052
617,1.94492224031041,1.93960307683769,1.43439059742206,0.300844139838904
618,1.81438263978765,1.90042505211218,1.39516674342,0.29261746389748
619,1.76019283312624,1.86211978432073,1.356815646352,0.284573836987183
620,1.8218791808591,1.82048422288199,1.31513425563671,0.275831725766175
621,1.87531541197991,1.78387139232692,1.27847559580508,0.268143064808336
622,1.72014130194554,1.74699738253273,1.24155575673434,0.260399625017117
623,1.77823618673598,1.70917006963279,1.20368261455785,0.252456242718348
624,1.66123400988468,1.67410006113592,1.16856677678443,0.245091167941189
625,1.60791634432073,1.64265336969675,1.13707425606871,0.238486035194845
626,1.54365767845146,1.60907110792316,1.10344616501857,0.231432995287455
627,1.59950280220946,1.57557751542422,1.06990674324308,0.224398552568104
628,1.57370265298205,1.54570841797025,1.03999181651256,0.218124298946558
629,1.51948841106932,1.51634719962763,1.01058476889339,0.211956566139265
630,1.5267445485898,1.48730321342891,0.981494953418114,0.205855368508397
631,1.51506772552634,1.45921297990121,0.953358890613866,0.19995420767535
632,1.36172157063211,1.42820236697303,0.922302448409133,0.193440536532824
633,1.39862032791187,1.40079373377022,0.894847985929773,0.187682332202576
634,1.35371484662838,1.37359694215901,0.867605365042012,0.181968558797573
635,1.3983954647794,1.34558396836877,0.839546561975227,0.176083602155563
636,1.28941763550722,1.31862041852441,0.81253718285431,0.170418748074799
637,1.24106477521236,1.29555586471592,0.789426799769268,0.165571655983522
638,1.28187943254042,1.26842474339351,0.762249849170309,0.15987165603854
639,1.19275977175961,1.24449276410887,0.738272040609116,0.154842633117741
640,1.22915028615719,1.21918802999378,0.712921477217479,0.149525693330423
641,1.28964471460757,1.19340770736894,0.687095325316092,0.144109005248331
642,1.17833930770394,1.16852855152895,0.662170340199548,0.138881324781545
643,1.17179466121279,1.14436933792836,0.637965297322407,0.133804642518551
644,1.13017553649528,1.12189812341554,0.615448253533037,0.129081995366024
645,1.05246178038425,1.10517982333942,0.598684124180362,0.125565944658275
646,1.09696003070924,1.08709847503183,0.580556946596225,0.121764012912621
647,1.0717626816574,1.06487462336757,0.558287265655417,0.117093246791339
648,0.988345000827011,1.04871712746081,0.542083940472106,0.11369481721709
649,1.0116801914973,1.02913766245265,0.522458646187395,0.109578675638374
650,1.02648324903326,1.01115232988793,0.504427484346122,0.10579688190368
651,1.029138058804,0.991796777124291,0.48502610230593,0.101727702907347
652,0.937371644760614,0.976541486322171,0.469724982227259,0.098518498722021
653,0.917589500437241,0.957680498741029,0.450818165369566,0.0945530481223957
654,0.926469607894558,0.940659229391733,0.43375106674372,0.0909734536835682
655,0.949626163807766,0.924013721027532,0.417059729102967,0.0874726700585794
656,0.985066569113623,0.906317535604128,0.399317714403013,0.0837515210486724
657,0.873400020544943,0.887975901345842,0.380930250868176,0.0798949978248734
658,0.86094563813295,0.873475618351029,0.366384138596813,0.0768441463746872
659,0.87848356742241,0.859750528364719,0.352613219333951,0.0739558812341653
660,0.823110518133433,0.843740206794171,0.336557068486852,0.0705883194979126
661,0.844737269871818,0.825023443306767,0.317794475722897,0.0666531179625955
662,0.882079841467461,0.809700533988884,0.302425737128464,0.063429731702841
663,0.752347874077028,0.796954237726026,0.289633611589055,0.0607467553841651
664,0.763942973017279,0.78211842473121,0.274751969317688,0.0576255310282848
665,0.793634679385077,0.76999640235826,0.262584117668187,0.0550734877635278
666,0.76459165967026,0.758195573773188,0.250737459806564,0.0525888105767483
667,0.73370407116745,0.743531585011167,0.236027641767992,0.0495036240432096
668,0.743062961824698,0.732420807136305,0.224871034616579,0.0471636757139194
669,0.640345360190322,0.72082672897763,0.213231127181353,0.044722361648944
670,0.682660110074881,0.70941516136947,0.201773730296643,0.0423193267177554
671,0.685425115363011,0.699899526153402,0.192212265804024,0.0403139381115752
672,0.656743956056004,0.686866433981436,0.179133344355507,0.0375708102074525
673,0.703156389245133,0.675851413008399,0.168072494105919,0.0352509456006957
674,0.722656972808115,0.666261396129961,0.15843664795093,0.033229956441029
675,0.709720640745065,0.657864505334393,0.149993927878811,0.0314592094335111
676,0.62737221535372,0.649497911535661,0.141581504803529,0.0296948168136815
677,0.652381955811318,0.64162563053344,0.133663394524756,0.0280340996559923
678,0.597522319531015,0.634232924364937,0.126224859079703,0.0264739668709265
679,0.63465695836523,0.627302361006628,0.119248466444842,0.0250107623259544
680,0.608665609426393,0.620813814372639,0.112714090534302,0.0236402648451961
681,0.608201272816819,0.614744464316118,0.106598911201231,0.0223576882097072
682,0.627762699224988,0.609068796628947,0.100877414237509,0.0211576811574193
683,0.600755617879839,0.603758603041456,0.0955213913734671,0.0200343273830805
684,0.67627962390191,0.598782981222996,0.0904999402784565,0.0189811455383747
685,0.594489408011242,0.594108334782163,0.0857794645610726,0.017991089231969
686,0.580896974361992,0.589698373265094,0.0813236737674523,0.0170565470291562
687,0.575884098499527,0.585514112157512,0.0770935833833194,0.016169342452284
688,0.582483761496663,0.581513872883875,0.0730475148331315,0.0153207339805761
689,0.558318337398654,0.577653282806125,0.0691410954788308,0.0145014150498701
690,0.518942561686876,0.573885275226644,0.0653272586227991,0.0137015140532372
691,0.53627952791163,0.570160089385809,0.0615562435054128,0.0129105943404696
692,0.544431949968759,0.566425270462446,0.0577755953054993,0.0121176542181761
693,0.570749952601441,0.562625669574572,0.0539301651410748,0.0113111269499369
694,0.588207125126899,0.558703443778143,0.0499621100680942,0.0104788807560412
695,0.592925413982573,0.554598056069096,0.0458108930824972,0.0096082188139167
696,0.581636669229966,0.550246275380402,0.0414132831172523,0.00868587925750939
697,0.526779448346298,0.545582176585185,0.0367033550454842,0.00769803517793943
698,0.564364011144385,0.540537140495758,0.0316124896795058,0.00663029462329832
699,0.503497796593728,0.535039853860724,0.0260693737679211,0.00546770059804108
700,0.526466901672165,0.529016309369354,0.02,0.00419473106390396
